SR. NO.,ACC_X,ACC_Y,ACC_Z,ROTATION_X,ROTATION_Y,ROTATION_Z,TEMP C lm35,TEMP F lm 35,galvanic skin response,Heartrate,bpm/SpO2
-0.26,-0.03,0.86,-19.68,-1.10,-2.23,12.08,53.75,512,86.81,96.00
-0.26,-0.03,0.88,-19.80,-1.16,-2.37,11.60,52.88,514,86.81,96.00
-0.25,-0.04,0.87,-19.56,-1.19,-2.17,11.76,53.17,509,86.81,96.00
-0.25,-0.04,0.87,-19.68,-0.98,-2.08,14.42,57.96,514,86.81,96.00
-0.26,-0.03,0.87,-19.56,-0.97,-1.99,12.17,53.90,512,86.81,96.00
-0.26,-0.04,0.88,-19.68,-1.12,-2.44,11.52,52.74,511,86.81,96.00
-0.26,-0.04,0.88,-19.68,-1.05,-2.41,11.44,52.59,513,86.81,96.00
-0.26,-0.03,0.87,-19.31,-1.01,-2.16,13.45,56.22,510,86.08,96.00
-0.26,-0.03,0.87,-19.68,-1.13,-1.99,12.00,53.61,512,86.08,96.00
-0.26,-0.03,0.87,-19.68,-1.04,-2.11,11.92,53.46,513,86.08,96.00
-0.26,-0.03,0.87,-19.56,-1.51,-2.70,12.17,53.90,509,86.08,96.00
-0.25,-0.04,0.86,-19.44,-1.07,-2.23,13.45,56.22,511,86.08,96.00
-0.26,-0.04,0.86,-19.56,-0.95,-1.89,11.20,52.16,509,86.08,96.00
-0.25,-0.04,0.86,-19.80,-1.16,-2.19,11.92,53.46,512,86.08,96.00
-0.26,-0.04,0.86,-19.44,-1.14,-1.98,12.33,54.19,511,83.63,96.00
-0.26,-0.04,0.86,-19.80,-1.09,-2.21,11.68,53.03,512,83.63,96.00
-0.26,-0.03,0.87,-19.68,-0.92,-2.10,12.08,53.75,514,83.63,96.00
-0.26,-0.03,0.87,-19.68,-0.73,-2.24,13.37,56.07,510,83.63,96.00
-0.26,-0.03,0.88,-19.80,-1.08,-2.27,12.49,54.48,508,83.63,96.00
-0.25,-0.04,0.88,-19.56,-0.95,-2.17,11.44,52.59,508,83.63,96.00
-0.26,-0.04,0.87,-19.56,-0.95,-2.06,11.60,52.88,511,83.63,96.00
-0.25,-0.03,0.86,-19.68,-1.02,-2.23,12.08,53.75,509,86.41,96.00
-0.26,-0.03,0.88,-19.80,-0.94,-1.95,12.81,55.06,510,86.41,96.00
-0.26,-0.03,0.87,-19.68,-0.92,-2.10,12.49,54.48,512,86.41,96.00
-0.25,-0.04,0.87,-19.68,-0.88,-2.08,12.17,53.90,513,86.41,96.00
-0.25,-0.04,0.88,-19.56,-0.96,-2.15,13.62,56.51,514,86.41,96.00
-0.26,-0.04,0.87,-19.68,-0.95,-2.24,12.49,54.48,509,86.41,96.00
-0.26,-0.03,0.87,-19.80,-1.21,-2.18,12.25,54.04,511,86.66,96.00
-0.26,-0.03,0.88,-19.68,-1.22,-2.22,12.08,53.75,509,86.66,96.00
-0.26,-0.03,0.89,-19.68,-1.16,-2.03,11.04,51.87,515,86.66,96.00
-0.26,-0.04,0.87,-19.92,-0.98,-2.16,12.89,55.20,512,86.66,96.00
-0.26,-0.03,0.87,-19.44,-1.10,-2.18,11.60,52.88,512,86.66,96.00
-0.25,-0.04,0.87,-19.56,-0.88,-2.29,12.49,54.48,507,86.66,96.00
-0.25,-0.04,0.87,-19.92,-1.03,-2.02,12.97,55.35,510,86.66,96.00
-0.25,-0.04,0.88,-19.68,-0.86,-2.09,11.60,52.88,507,85.28,96.00
-0.25,-0.03,0.87,-19.56,-1.09,-1.94,11.20,52.16,510,85.28,96.00
-0.25,-0.04,0.87,-19.68,-1.10,-2.25,11.76,53.17,511,85.28,96.00
-0.26,-0.03,0.86,-19.68,-0.76,-2.22,11.60,52.88,510,85.28,96.00
-0.26,-0.04,0.87,-19.56,-0.47,-1.58,12.17,53.90,511,85.28,96.00
-0.26,-0.04,0.86,-19.56,-0.01,-2.21,9.83,49.69,507,85.28,96.00
-0.25,-0.03,0.89,-19.56,-1.50,-2.19,13.29,55.93,512,85.28,96.00
-0.26,-0.04,0.87,-19.92,-1.48,-2.76,12.00,53.61,506,83.33,96.00
-0.26,-0.04,0.87,-19.68,-0.86,-2.05,11.36,52.45,512,83.33,96.00
-0.25,-0.04,0.91,-19.80,-0.57,0.33,11.60,52.88,512,83.33,96.00
-0.25,-0.04,0.87,-19.56,-1.18,-3.69,11.92,53.46,510,140.45,96.00
-0.34,0.03,0.86,-19.68,-1.43,-5.58,11.28,52.30,513,140.45,96.00
-0.23,-0.05,0.89,-19.68,-2.49,-6.27,12.81,55.06,515,140.45,96.00
-0.24,-0.04,0.86,-20.05,-1.14,-2.24,12.65,54.77,511,140.45,96.00
-0.25,-0.04,0.88,-19.56,-0.92,-1.90,13.29,55.93,508,140.45,96.00
-0.25,-0.04,0.88,-19.44,-1.08,-2.63,12.17,53.90,511,140.45,96.00
-0.24,-0.04,0.87,-19.56,-0.47,-1.02,10.55,51.00,509,99.62,93.00
-0.24,-0.05,0.87,-19.68,-0.97,-2.05,12.65,54.77,510,99.62,93.00
-0.25,-0.04,0.87,-19.68,-1.07,-2.12,12.65,54.77,511,99.62,93.00
-0.25,-0.04,0.87,-19.56,-0.74,-2.30,13.13,55.64,511,99.62,93.00
-0.24,-0.04,0.87,-19.68,-0.94,-1.98,13.70,56.65,512,99.62,93.00
-0.24,-0.04,0.86,-19.44,-1.15,-2.50,12.17,53.90,509,99.62,93.00
-0.25,-0.04,0.87,-19.56,-0.97,-2.07,12.65,54.77,508,99.62,93.00
-0.24,-0.04,0.87,-19.44,-0.98,-1.89,11.60,52.88,509,99.62,93.00
-0.24,-0.04,0.87,-19.56,-1.13,-2.39,11.36,52.45,509,99.62,93.00
-0.25,-0.03,0.87,-19.68,-0.92,-1.83,11.68,53.03,512,99.62,93.00
-0.25,-0.04,0.87,-19.68,-0.99,-2.14,12.00,53.61,509,99.62,93.00
-0.25,-0.04,0.87,-19.80,-1.02,-1.93,12.81,55.06,508,99.62,93.00
-0.24,-0.03,0.86,-19.68,-0.86,-2.32,14.02,57.23,513,99.62,93.00
-0.25,-0.04,0.87,-19.80,-1.12,-2.27,10.63,51.14,510,99.62,93.00
-0.24,-0.03,0.88,-19.80,-0.89,-2.18,11.84,53.32,508,99.62,93.00
-0.25,-0.04,0.87,-19.80,-0.98,-2.19,11.52,52.74,509,99.62,93.00
-0.25,-0.04,0.87,-19.80,-1.08,-2.08,12.33,54.19,512,99.62,93.00
-0.24,-0.04,0.88,-19.92,-0.90,-2.15,12.17,53.90,512,99.62,93.00
-0.24,-0.04,0.87,-19.56,-0.95,-2.25,11.60,52.88,508,99.62,93.00
-0.25,-0.03,0.87,-19.68,-0.98,-2.05,12.97,55.35,509,99.62,93.00
-0.24,-0.04,0.87,-19.56,-0.78,-1.94,13.05,55.49,510,0.00,0.00
-0.24,-0.04,0.86,-19.68,-1.10,-2.20,13.21,55.78,509,0.00,0.00
-0.25,-0.04,0.87,-19.68,-0.82,-2.25,11.36,52.45,510,0.00,0.00
-0.24,-0.04,0.87,-19.68,-0.96,-2.15,12.73,54.91,508,0.00,0.00
-0.25,-0.04,0.87,-19.92,-1.01,-2.15,11.60,52.88,511,0.00,0.00
-0.24,-0.04,0.88,-19.56,-1.03,-2.18,11.04,51.87,515,0.00,0.00
-0.25,-0.04,0.87,-19.56,-1.09,-2.24,12.57,54.62,510,0.00,0.00
-0.25,-0.03,0.87,-19.44,-0.92,-2.14,12.89,55.20,517,0.00,0.00
-0.25,-0.03,0.86,-19.68,-1.67,-4.24,12.33,54.19,511,0.00,0.00
-0.24,-0.04,0.87,-19.80,-1.34,-2.18,10.80,51.43,510,0.00,0.00
-0.24,-0.03,0.87,-19.80,-0.94,-2.08,12.00,53.61,509,0.00,0.00
-0.24,-0.04,0.88,-19.56,-1.28,-2.13,11.76,53.17,507,0.00,0.00
-0.25,-0.03,0.88,-19.56,-0.93,-0.13,13.94,57.09,510,0.00,0.00
-0.26,-0.05,0.88,-19.80,-0.85,-2.17,12.33,54.19,511,0.00,0.00
-0.25,-0.04,0.86,-19.44,-1.11,-2.54,11.12,52.01,508,0.00,0.00
-0.24,-0.00,0.87,-19.68,-1.73,-2.23,14.26,57.67,513,0.00,0.00
-0.23,-0.04,0.88,-19.56,-2.44,-2.73,13.13,55.64,515,0.00,0.00
-0.26,-0.04,0.88,-19.68,-1.55,-2.17,12.08,53.75,509,0.00,0.00
-0.24,-0.04,0.88,-19.68,-0.92,-1.81,12.41,54.33,512,0.00,0.00
-0.24,-0.03,0.88,-19.80,-1.06,-2.21,12.17,53.90,509,0.00,0.00
-0.24,-0.04,0.87,-19.80,-1.05,-2.79,11.04,51.87,511,0.00,0.00
-0.25,-0.03,0.87,-19.68,-1.21,-2.74,12.81,55.06,511,0.00,0.00
-0.24,-0.05,0.88,-19.68,-1.23,-2.37,12.81,55.06,512,0.00,0.00
-0.25,-0.04,0.88,-19.80,-0.76,-1.11,11.60,52.88,511,0.00,0.00
-0.24,-0.04,0.87,-19.80,-0.79,-1.75,12.08,53.75,511,0.00,0.00
-0.25,-0.04,0.86,-19.68,-0.66,-0.61,11.76,53.17,512,0.00,0.00
-0.25,-0.03,0.87,-19.68,-1.06,-2.58,12.17,53.90,512,0.00,0.00
-0.25,-0.04,0.87,-19.80,-0.98,-2.63,12.25,54.04,510,0.00,0.00
-0.27,-0.04,0.87,-19.80,-1.39,-2.15,9.59,49.26,510,0.00,0.00
-0.25,-0.04,0.87,-19.92,-1.20,-1.97,12.41,54.33,511,0.00,0.00
-0.24,-0.04,0.87,-19.68,-1.60,-2.54,11.60,52.88,508,0.00,0.00
-0.24,-0.04,0.87,-19.56,-1.03,-1.60,12.41,54.33,508,19.17,0.00
-0.24,-0.03,0.87,-19.68,-0.79,-1.54,13.05,55.49,511,19.17,0.00
-0.26,-0.04,0.87,-19.80,-0.92,-1.98,12.33,54.19,512,19.17,0.00
-0.25,-0.04,0.87,-19.68,-1.03,-2.62,12.97,55.35,514,19.17,0.00
-0.25,-0.04,0.87,-19.56,-0.66,-1.44,12.08,53.75,509,19.17,0.00
-0.25,-0.03,0.88,-19.68,-1.22,-2.81,11.92,53.46,509,19.17,0.00
-0.25,-0.04,0.86,-19.80,-1.17,-2.49,11.60,52.88,512,19.17,0.00
-0.25,-0.04,0.87,-19.92,-0.65,-1.99,11.92,53.46,513,34.74,0.00
-0.25,-0.04,0.88,-19.92,-1.34,-2.27,14.18,57.52,510,34.74,0.00
-0.25,-0.03,0.87,-19.56,-0.89,-2.55,12.81,55.06,512,34.74,0.00
-0.25,-0.03,0.88,-19.68,-1.02,-2.31,11.60,52.88,508,34.74,0.00
-0.25,-0.04,0.87,-19.68,-0.98,-1.95,12.33,54.19,509,34.74,0.00
-0.25,-0.04,0.87,-19.56,-1.01,-2.11,11.84,53.32,511,34.74,0.00
-0.25,-0.04,0.87,-19.68,-0.97,-2.18,11.36,52.45,512,34.74,0.00
-0.25,-0.03,0.87,-19.80,-1.25,-2.26,11.44,52.59,511,34.74,0.00
-0.25,-0.03,0.87,-19.68,-1.15,-2.27,12.08,53.75,509,34.74,0.00
-0.24,-0.04,0.87,-19.68,-0.95,-1.94,13.29,55.93,513,34.74,0.00
-0.25,-0.04,0.87,-19.56,-1.10,-2.10,12.00,53.61,511,34.74,0.00
-0.25,-0.04,0.87,-19.92,-0.89,-1.79,11.68,53.03,509,34.74,0.00
-0.25,-0.04,0.88,-19.68,-1.05,-2.01,11.52,52.74,509,34.74,0.00
-0.25,-0.04,0.88,-19.68,-0.89,-2.08,11.68,53.03,511,34.74,0.00
-0.25,-0.04,0.87,-19.92,-0.79,-2.18,10.72,51.29,514,39.35,94.00
-0.26,-0.04,0.88,-19.80,-1.09,-2.21,11.92,53.46,512,39.35,94.00
-0.25,-0.04,0.87,-19.68,-0.94,-2.29,11.44,52.59,512,39.35,94.00
-0.26,-0.04,0.86,-19.68,-0.79,-2.05,13.05,55.49,510,39.35,94.00
-0.24,-0.04,0.87,-19.56,-1.05,-2.06,11.44,52.59,512,39.35,94.00
-0.25,-0.03,0.88,-19.68,-1.18,-2.27,11.68,53.03,508,39.35,94.00
-0.24,-0.04,0.87,-19.56,-1.00,-2.01,12.49,54.48,511,39.35,94.00
-0.25,-0.03,0.87,-19.92,-0.83,-2.05,11.52,52.74,513,57.55,94.00
-0.25,-0.04,0.88,-19.92,-0.92,-2.10,13.37,56.07,511,57.55,94.00
-0.25,-0.04,0.87,-20.05,-0.95,-2.34,12.65,54.77,511,57.55,94.00
-0.25,-0.03,0.88,-19.68,-0.96,-2.12,10.88,51.58,509,57.55,94.00
-0.25,-0.04,0.87,-19.80,-0.88,-2.20,11.12,52.01,511,57.55,94.00
-0.25,-0.04,0.87,-19.68,-1.06,-2.18,11.60,52.88,513,57.55,94.00
-0.25,-0.04,0.87,-19.56,-1.02,-2.08,11.52,52.74,514,71.63,94.00
-0.25,-0.03,0.87,-19.68,-1.08,-2.02,12.73,54.91,511,71.63,94.00
-0.25,-0.03,0.87,-19.80,-1.20,-2.47,11.52,52.74,511,71.63,94.00
-0.25,-0.04,0.87,-19.92,-0.98,-2.04,11.60,52.88,510,71.63,94.00
-0.25,-0.04,0.87,-19.80,-1.08,-2.21,12.17,53.90,511,71.63,94.00
-0.25,-0.04,0.87,-19.80,-1.03,-2.31,11.68,53.03,511,71.63,94.00
-0.25,-0.04,0.87,-19.92,-1.03,-2.07,10.80,51.43,510,71.63,94.00
-0.25,-0.04,0.87,-19.80,-1.08,-2.13,11.60,52.88,509,71.63,94.00
-0.25,-0.04,0.86,-19.92,-1.04,-2.03,12.97,55.35,512,75.28,96.00
-0.25,-0.03,0.87,-19.80,-0.87,-2.28,12.97,55.35,511,75.28,96.00
-0.25,-0.04,0.87,-19.44,-1.19,-2.16,10.23,50.42,511,75.28,96.00
-0.25,-0.03,0.87,-19.80,-1.10,-2.34,11.68,53.03,511,75.28,96.00
-0.25,-0.04,0.87,-19.92,-0.98,-2.07,12.49,54.48,510,75.28,96.00
-0.25,-0.04,0.86,-19.56,-1.09,-2.08,11.36,52.45,509,75.28,96.00
-0.25,-0.03,0.87,-19.56,-1.09,-2.20,11.60,52.88,512,75.28,96.00
-0.25,-0.03,0.87,-19.68,-1.08,-2.20,11.60,52.88,510,78.66,96.00
-0.25,-0.03,0.86,-19.80,-0.93,-2.24,13.29,55.93,515,78.66,96.00
-0.26,-0.04,0.88,-19.68,-0.86,-2.23,13.62,56.51,514,78.66,96.00
-0.25,-0.04,0.87,-19.80,-0.98,-2.20,12.41,54.33,508,78.66,96.00
-0.25,-0.03,0.86,-19.44,-0.87,-2.09,12.49,54.48,510,78.66,96.00
-0.25,-0.04,0.87,-19.68,-0.99,-2.20,15.71,60.28,511,78.66,96.00
-0.25,-0.03,0.87,-19.80,-1.01,-2.21,10.47,50.85,512,78.66,96.00
-0.25,-0.04,0.87,-19.68,-1.05,-2.15,12.97,55.35,514,78.03,96.00
-0.25,-0.03,0.87,-19.80,-0.91,-2.10,12.41,54.33,507,78.03,96.00
-0.25,-0.04,0.87,-20.17,-1.14,-2.06,13.21,55.78,513,78.03,96.00
-0.25,-0.04,0.87,-20.05,-0.92,-2.25,11.60,52.88,510,78.03,96.00
-0.25,-0.03,0.87,-20.05,-1.02,-2.38,12.89,55.20,509,78.03,96.00
-0.25,-0.04,0.87,-19.68,-0.89,-2.21,11.52,52.74,509,78.03,96.00
-0.25,-0.04,0.88,-19.80,-1.09,-2.32,11.60,52.88,508,78.03,96.00
-0.25,-0.04,0.88,-19.68,-1.02,-2.39,12.49,54.48,512,78.03,96.00
-0.25,-0.03,0.86,-19.80,-0.99,-2.11,12.00,53.61,514,78.52,96.00
-0.25,-0.04,0.87,-19.80,-1.11,-1.91,13.13,55.64,510,78.52,96.00
-0.25,-0.04,0.86,-19.92,-1.01,-2.27,11.60,52.88,509,78.52,96.00
-0.25,-0.04,0.87,-19.80,-1.13,-2.24,11.84,53.32,510,78.52,96.00
-0.25,-0.04,0.88,-19.68,-1.05,-2.14,13.13,55.64,508,78.52,96.00
-0.25,-0.03,0.87,-19.92,-1.05,-2.38,12.41,54.33,512,78.52,96.00
-0.25,-0.04,0.86,-19.92,-0.90,-2.11,11.60,52.88,510,78.52,96.00
-0.25,-0.04,0.87,-19.68,-0.95,-2.19,13.78,56.80,512,79.40,96.00
-0.25,-0.04,0.87,-19.56,-0.99,-2.07,11.60,52.88,509,79.40,96.00
-0.25,-0.04,0.88,-19.80,-1.10,-2.16,12.33,54.19,508,79.40,96.00
-0.25,-0.04,0.87,-19.92,-1.17,-2.27,12.89,55.20,511,79.40,96.00
-0.25,-0.03,0.87,-19.80,-0.98,-2.37,11.60,52.88,511,79.40,96.00
-0.25,-0.03,0.87,-19.68,-1.13,-1.99,13.45,56.22,511,79.40,96.00
-0.25,-0.04,0.87,-19.56,-0.85,-2.03,11.60,52.88,512,79.40,96.00
-0.26,-0.04,0.87,-19.92,-0.95,-2.14,12.73,54.91,509,79.19,96.00
-0.25,-0.04,0.88,-19.92,-0.91,-2.02,11.60,52.88,509,79.19,96.00
-0.24,-0.04,0.87,-19.80,-0.99,-1.92,11.60,52.88,510,79.19,96.00
-0.25,-0.03,0.88,-19.80,-1.11,-2.17,11.04,51.87,512,79.19,96.00
-0.24,-0.04,0.87,-19.92,-1.24,-1.94,11.68,53.03,509,79.19,96.00
-0.25,-0.04,0.87,-19.56,-1.05,-2.15,12.08,53.75,511,79.19,96.00
-0.25,-0.03,0.87,-19.68,-1.10,-2.02,11.84,53.32,509,79.19,96.00
-0.25,-0.04,0.87,-19.80,-0.83,-1.86,12.65,54.77,513,80.90,96.00
-0.25,-0.04,0.88,-19.92,-0.99,-2.13,11.76,53.17,513,80.90,96.00
-0.25,-0.04,0.87,-19.80,-0.88,-2.01,11.76,53.17,511,80.90,96.00
-0.25,-0.04,0.87,-19.68,-1.06,-2.11,12.33,54.19,511,80.90,96.00
-0.25,-0.04,0.87,-19.80,-1.07,-2.15,12.73,54.91,512,80.90,96.00
-0.25,-0.04,0.88,-19.92,-0.96,-2.38,12.97,55.35,514,80.90,96.00
-0.25,-0.03,0.87,-19.80,-1.11,-2.21,11.60,52.88,510,80.90,96.00
-0.25,-0.04,0.87,-19.92,-1.08,-2.15,12.73,54.91,510,80.90,96.00
-0.25,-0.04,0.87,-19.80,-1.02,-1.89,13.29,55.93,511,77.67,96.00
-0.25,-0.04,0.87,-19.68,-1.19,-2.16,11.52,52.74,511,77.67,96.00
-0.25,-0.03,0.87,-19.80,-1.11,-2.24,11.28,52.30,512,77.67,96.00
-0.25,-0.04,0.88,-19.80,-1.02,-2.15,12.65,54.77,512,77.67,96.00
-0.25,-0.04,0.87,-19.56,-1.04,-2.24,13.78,56.80,512,77.67,96.00
-0.25,-0.03,0.87,-19.56,-1.05,-2.17,13.37,56.07,511,77.67,96.00
-0.25,-0.04,0.87,-19.80,-0.92,-2.17,12.08,53.75,510,77.67,96.00
-0.25,-0.04,0.87,-19.56,-1.05,-2.21,11.60,52.88,511,78.49,96.00
-0.26,-0.04,0.87,-19.80,-0.96,-2.13,11.44,52.59,510,78.49,96.00
-0.25,-0.04,0.87,-20.05,-0.93,-2.14,11.84,53.32,510,78.49,96.00
-0.25,-0.04,0.87,-20.05,-1.05,-1.98,12.97,55.35,512,78.49,96.00
-0.25,-0.03,0.87,-20.05,-0.95,-2.18,12.41,54.33,507,78.49,96.00
-0.25,-0.04,0.87,-19.68,-1.18,-2.13,12.97,55.35,511,78.49,96.00
-0.25,-0.04,0.86,-19.56,-0.94,-2.31,12.81,55.06,508,78.49,96.00
-0.25,-0.04,0.86,-19.68,-1.13,-2.21,12.41,54.33,509,81.26,96.00
-0.25,-0.04,0.88,-19.80,-1.16,-2.27,12.49,54.48,511,81.26,96.00
-0.25,-0.03,0.87,-19.80,-0.91,-2.20,11.92,53.46,508,81.26,96.00
-0.25,-0.03,0.86,-19.68,-1.09,-2.06,14.18,57.52,509,81.26,96.00
-0.25,-0.04,0.87,-19.80,-0.95,-2.07,12.17,53.90,513,81.26,96.00
-0.24,-0.04,0.87,-19.68,-0.95,-2.18,12.41,54.33,511,81.26,96.00
-0.25,-0.04,0.88,-20.05,-0.89,-2.29,12.89,55.20,510,81.26,96.00
-0.25,-0.03,0.88,-19.68,-0.99,-2.32,12.00,53.61,510,82.42,96.00
-0.25,-0.03,0.87,-19.92,-0.88,-2.12,11.52,52.74,511,82.42,96.00
-0.25,-0.04,0.87,-19.80,-1.07,-2.05,12.17,53.90,512,82.42,96.00
-0.25,-0.04,0.87,-19.68,-1.11,-2.02,11.60,52.88,510,82.42,96.00
-0.25,-0.04,0.87,-19.68,-0.96,-2.24,11.44,52.59,513,82.42,96.00
-0.25,-0.03,0.87,-19.80,-0.81,-2.36,12.41,54.33,512,82.42,96.00
-0.25,-0.04,0.87,-19.80,-1.14,-2.26,13.29,55.93,508,82.42,96.00
-0.25,-0.04,0.88,-19.68,-1.05,-2.21,12.49,54.48,507,83.80,96.00
-0.25,-0.04,0.87,-20.05,-1.08,-1.92,11.44,52.59,506,83.80,96.00
-0.25,-0.04,0.87,-19.68,-0.90,-2.19,11.44,52.59,513,83.80,96.00
-0.25,-0.03,0.87,-19.80,-0.98,-2.20,12.81,55.06,511,83.80,96.00
-0.25,-0.04,0.87,-19.68,-1.03,-2.08,11.60,52.88,510,83.80,96.00
-0.25,-0.04,0.86,-19.80,-1.11,-2.19,12.41,54.33,511,83.80,96.00
-0.25,-0.03,0.87,-19.68,-1.08,-2.25,12.17,53.90,509,87.01,96.00
-0.26,-0.03,0.87,-19.80,-0.80,-2.01,13.45,56.22,511,87.01,96.00
-0.25,-0.04,0.88,-19.68,-0.86,-2.12,11.84,53.32,513,87.01,96.00
-0.25,-0.04,0.87,-19.80,-0.90,-2.18,12.65,54.77,512,87.01,96.00
-0.25,-0.04,0.88,-19.92,-1.08,-2.20,10.31,50.56,511,87.01,96.00
-0.25,-0.03,0.87,-19.92,-0.79,-2.26,14.18,57.52,513,87.01,96.00
-0.25,-0.04,0.87,-19.80,-0.98,-2.14,11.60,52.88,509,87.01,96.00
-0.26,-0.03,0.88,-19.68,-1.13,-2.22,13.05,55.49,510,86.83,96.00
-0.25,-0.03,0.86,-20.05,-1.02,-2.20,11.12,52.01,509,86.83,96.00
-0.25,-0.04,0.87,-19.92,-0.82,-2.19,11.60,52.88,510,86.83,96.00
-0.25,-0.03,0.86,-19.56,-0.96,-2.28,12.73,54.91,512,86.83,96.00
-0.25,-0.03,0.86,-19.92,-0.79,-2.14,12.57,54.62,511,86.83,96.00
-0.25,-0.04,0.87,-20.05,-1.09,-2.08,11.76,53.17,512,86.83,96.00
-0.25,-0.04,0.87,-19.92,-1.16,-2.20,12.81,55.06,512,86.83,96.00
-0.25,-0.04,0.87,-19.68,-1.03,-2.14,12.65,54.77,513,86.98,96.00
-0.25,-0.04,0.88,-20.05,-0.95,-2.18,11.60,52.88,510,86.98,96.00
-0.25,-0.04,0.86,-19.92,-0.95,-2.04,12.97,55.35,508,86.98,96.00
-0.26,-0.04,0.88,-19.80,-1.11,-2.17,12.89,55.20,514,86.98,96.00
-0.25,-0.04,0.87,-19.92,-1.11,-2.07,13.45,56.22,511,86.98,96.00
-0.25,-0.04,0.88,-20.05,-0.89,-2.23,11.76,53.17,507,86.98,96.00
-0.25,-0.04,0.87,-19.92,-0.99,-2.15,13.29,55.93,513,86.98,96.00
-0.25,-0.04,0.88,-19.92,-1.02,-1.86,11.60,52.88,506,82.45,97.00
-0.25,-0.03,0.87,-19.80,-0.88,-2.03,12.08,53.75,511,82.45,97.00
-0.25,-0.04,0.87,-19.92,-0.98,-2.31,11.84,53.32,512,82.45,97.00
-0.25,-0.04,0.87,-19.92,-1.14,-2.05,12.57,54.62,511,82.45,97.00
-0.25,-0.04,0.87,-19.80,-0.88,-2.24,11.60,52.88,512,82.45,97.00
-0.25,-0.04,0.87,-19.92,-1.08,-2.21,13.70,56.65,509,82.45,97.00
-0.26,-0.04,0.88,-19.68,-0.92,-1.81,12.17,53.90,510,82.45,97.00
-0.25,-0.04,0.88,-19.56,-0.92,-2.19,11.52,52.74,510,81.56,97.00
-0.24,-0.03,0.86,-19.92,-0.79,-2.30,13.78,56.80,510,81.56,97.00
-0.24,-0.03,0.88,-19.80,-0.88,-2.18,11.12,52.01,512,81.56,97.00
-0.24,-0.04,0.87,-19.80,-0.90,-1.93,11.60,52.88,506,81.56,97.00
-0.25,-0.04,0.87,-19.92,-1.08,-2.15,11.60,52.88,511,81.56,97.00
-0.24,-0.04,0.86,-19.80,-0.95,-2.53,12.73,54.91,515,81.56,97.00
-0.25,-0.04,0.87,-19.92,-0.85,-2.24,12.17,53.90,512,81.56,97.00
-0.25,-0.04,0.87,-19.80,-0.95,-2.03,14.58,58.25,510,80.68,97.00
-0.24,-0.04,0.87,-20.05,-0.94,-2.16,12.97,55.35,510,80.68,97.00
-0.25,-0.04,0.88,-19.92,-0.95,-2.53,12.41,54.33,510,80.68,97.00
-0.25,-0.04,0.87,-19.80,-1.08,-2.37,12.81,55.06,511,80.68,97.00
-0.25,-0.04,0.87,-19.68,-0.93,-1.96,11.84,53.32,511,80.68,97.00
-0.25,-0.04,0.87,-19.80,-1.03,-2.31,11.44,52.59,512,80.68,97.00
-0.25,-0.04,0.86,-20.05,-1.01,-2.12,13.45,56.22,512,80.68,97.00
-0.26,-0.03,0.87,-19.68,-1.11,-2.43,12.89,55.20,507,82.80,97.00
-0.25,-0.04,0.87,-19.80,-1.20,-2.18,11.60,52.88,509,82.80,97.00
-0.25,-0.04,0.87,-19.92,-0.93,-1.90,11.60,52.88,507,82.80,97.00
-0.25,-0.04,0.87,-19.80,-1.10,-1.79,11.60,52.88,510,82.80,97.00
-0.25,-0.04,0.87,-20.17,-0.94,-2.09,14.74,58.54,512,82.80,97.00
-0.25,-0.04,0.88,-19.92,-1.03,-2.35,12.65,54.77,511,82.80,97.00
-0.25,-0.03,0.88,-19.80,-1.08,-2.15,11.84,53.32,509,82.80,97.00
-0.25,-0.03,0.87,-19.92,-1.06,-2.13,12.81,55.06,505,82.36,97.00
-0.25,-0.04,0.87,-19.80,-1.00,-2.29,11.60,52.88,510,82.36,97.00
-0.25,-0.04,0.87,-19.68,-0.97,-2.33,11.60,52.88,515,82.36,97.00
-0.25,-0.04,0.86,-19.80,-0.86,-2.24,11.60,52.88,514,82.36,97.00
-0.25,-0.03,0.87,-19.80,-1.02,-2.21,12.89,55.20,503,82.36,97.00
-0.25,-0.03,0.87,-19.80,-0.80,-2.21,13.94,57.09,514,82.36,97.00
-0.26,-0.03,0.86,-20.05,-0.95,-2.27,12.89,55.20,511,88.13,97.00
-0.25,-0.04,0.88,-19.80,-0.99,-2.05,11.12,52.01,508,88.13,97.00
-0.25,-0.03,0.87,-19.92,-1.02,-1.98,11.60,52.88,511,88.13,97.00
-0.25,-0.04,0.86,-20.05,-0.94,-2.18,11.84,53.32,510,88.13,97.00
-0.23,-0.03,0.87,-20.05,-1.08,-2.15,13.37,56.07,510,88.13,97.00
-0.25,-0.04,0.87,-19.80,-1.07,-1.99,13.29,55.93,513,88.13,97.00
-0.25,-0.04,0.88,-19.56,-0.95,-2.29,12.89,55.20,511,91.17,97.00
-0.25,-0.04,0.87,-20.05,-1.02,-2.02,13.13,55.64,505,91.17,97.00
-0.25,-0.04,0.87,-19.80,-1.24,-2.25,11.52,52.74,508,91.17,97.00
-0.25,-0.04,0.87,-20.05,-0.96,-2.08,11.60,52.88,508,91.17,97.00
-0.25,-0.04,0.87,-19.92,-1.06,-1.91,14.10,57.38,511,91.17,97.00
-0.26,-0.04,0.88,-20.05,-0.20,0.69,11.60,52.88,514,91.17,97.00
